Comment,Emotion
i was tempted to feel a little bitter but then i saw this,Anger
i am really not expecting it somehow it made me feel shy but then it s been a while part,Fear
i am just feeling a little irritable because mun was part fun part stressful part uncomfortable making and part horrible but regardless record being set straight now,Anger
i know i won t last long being ambulatory i feel it even though i try to be as positive as i possibly can,Joy
i can still feel my legs and they get so cold,Anger
i know it s kind of funny that i m feeling hesitant about making fashion from something we use to scent our clothes but it does worry me a bit,Fear
i may notice that you feel aggravated or joyful or whatever it is that youre feeling,Anger
i drove dannika to school i was feeling a little bit rushed and this is what greeted me as i turned the corner,Anger
i ever feel anymore is when one of us gets angry,Anger
ive been without a home without somewhere that i feel truly welcomed and safe,Joy
i am standing so close to said cow her name is gabriella btw i feel rude calling her a cow,Anger
i pushed the feeling aside and contented myself with an apple,Joy
i feel grouchy or short tempered then the guilt kicks in,Anger
i feel that youve got to be fearless as an artist because there have been times when i think im the only one who believes in me,Joy
i feel like a cold object with no identity,Anger
i will try not to feel rushed along with others or busy myself with this or that,Anger
i choose to do and most importantly someone i can vent or just explain how im feeling at the moment whether bummed out ecstatic or anything in between,Joy
i like to be comfortable and usually silence helps although at times i absolutely need music and a couple of hours off just so that i don t feel rushed,Anger
i started to feel resentful of the whole situation and that s when something clicked,Anger
staying in a relatives house which was broken in before,Fear
i feel twitchy and physically agitated,Anger
i want her to be able to trust me with everything i want her to feel like she is the most valuable thing on the face of the earth i want her to feel like there is nothing that i could ever even consider thinking about because of how amazing she is,Joy
i feel like i captured all his sweet looks,Joy
i feel like federer is more talented player for sure,Joy
i feel excelent but sometimes theres just nothing to do especially since im not really keen on video games anymore i watch a bit of anime and some movies but theres just got to be more in my life,Joy
i tend to come away feeling insulted by books that deny them,Anger
i feel so fucked up these days,Anger
i really dont like attention because i feel pressured to think about a topic and talk,Fear
